Sec,	Num,	Datetime(utc)
0694,	062,	2017-09-23 05:34:00
0695,	055,	2017-09-23 05:35:00
0696,	058,	2017-09-23 05:36:00
0697,	078,	2017-09-23 05:37:00
0698,	031,	2017-09-23 05:38:00
0699,	019,	2017-09-23 05:39:00
0700,	029,	2017-09-23 05:40:00
0701,	034,	2017-09-23 05:41:00
0702,	021,	2017-09-23 05:42:00
0703,	028,	2017-09-23 05:43:00
0704,	036,	2017-09-23 05:44:00
0705,	057,	2017-09-23 05:45:00
0706,	031,	2017-09-23 05:46:00
0707,	022,	2017-09-23 05:47:00
0708,	051,	2017-09-23 05:48:00
0709,	146,	2017-09-23 05:49:00
0710,	044,	2017-09-23 05:50:00
0711,	040,	2017-09-23 05:51:00
0712,	024,	2017-09-23 05:52:00
0713,	045,	2017-09-23 05:53:00
0714,	029,	2017-09-23 05:54:00
0715,	036,	2017-09-23 05:55:00
0716,	049,	2017-09-23 05:56:00
0717,	036,	2017-09-23 05:57:00
0718,	020,	2017-09-23 05:58:00
0719,	039,	2017-09-23 05:59:00
0720,	121,	2017-09-23 18:00:00
0721,	084,	2017-09-23 18:01:00
0722,	127,	2017-09-23 18:02:00
0723,	042,	2017-09-23 18:03:00
0724,	200,	2017-09-23 18:04:00
0725,	098,	2017-09-23 18:05:00
0726,	089,	2017-09-23 18:06:00
0727,	105,	2017-09-23 18:07:00
0728,	038,	2017-09-23 18:08:00
0729,	053,	2017-09-23 18:09:00
0730,	053,	2017-09-23 18:10:00
0731,	087,	2017-09-23 18:11:00
0732,	256,	2017-09-23 18:12:00
0733,	090,	2017-09-23 18:13:00
0734,	059,	2017-09-23 18:14:00
0735,	235,	2017-09-23 18:15:00
0736,	167,	2017-09-23 18:16:00
0737,	103,	2017-09-23 18:17:00
0738,	090,	2017-09-23 18:18:00
0739,	080,	2017-09-23 18:19:00
0740,	098,	2017-09-23 18:20:00
0741,	059,	2017-09-23 18:21:00
0742,	104,	2017-09-23 18:22:00
0743,	148,	2017-09-23 18:23:00
0744,	112,	2017-09-23 18:24:00
0745,	066,	2017-09-23 18:25:00
0746,	059,	2017-09-23 18:26:00
0747,	083,	2017-09-23 18:27:00
0748,	045,	2017-09-23 18:28:00
0749,	104,	2017-09-23 18:29:00
0750,	076,	2017-09-23 18:30:00
0751,	053,	2017-09-23 18:31:00
0752,	060,	2017-09-23 18:32:00
0753,	055,	2017-09-23 18:33:00
0754,	032,	2017-09-23 18:34:00
0755,	053,	2017-09-23 18:35:00
0756,	066,	2017-09-23 18:36:00
0757,	035,	2017-09-23 18:37:00
0758,	067,	2017-09-23 18:38:00
0759,	048,	2017-09-23 18:39:00
0760,	029,	2017-09-23 18:40:00
0761,	055,	2017-09-23 18:41:00
0762,	081,	2017-09-23 18:42:00
0763,	034,	2017-09-23 18:43:00
0764,	034,	2017-09-23 18:44:00
0765,	056,	2017-09-23 18:45:00
0766,	079,	2017-09-23 18:46:00
0767,	138,	2017-09-23 18:47:00
0768,	043,	2017-09-23 18:48:00
0769,	046,	2017-09-23 18:49:00
0770,	044,	2017-09-23 18:50:00
0771,	038,	2017-09-23 18:51:00
0772,	032,	2017-09-23 18:52:00
0773,	045,	2017-09-23 18:53:00
0774,	040,	2017-09-23 18:54:00
0775,	044,	2017-09-23 18:55:00
0776,	103,	2017-09-23 18:56:00
0777,	020,	2017-09-23 18:57:00
0778,	051,	2017-09-23 18:58:00
0779,	061,	2017-09-23 18:59:00
0780,	085,	2017-09-23 19:00:00
0781,	058,	2017-09-23 19:01:00
0782,	056,	2017-09-23 19:02:00
0783,	085,	2017-09-23 19:03:00
0784,	043,	2017-09-23 19:04:00
0785,	073,	2017-09-23 19:05:00
0786,	058,	2017-09-23 19:06:00
0787,	055,	2017-09-23 19:07:00
0788,	079,	2017-09-23 19:08:00
0789,	098,	2017-09-23 19:09:00
0790,	040,	2017-09-23 19:10:00
0791,	059,	2017-09-23 19:11:00
0792,	050,	2017-09-23 19:12:00
0793,	030,	2017-09-23 19:13:00
0794,	033,	2017-09-23 19:14:00
0795,	022,	2017-09-23 19:15:00
0796,	041,	2017-09-23 19:16:00
0797,	049,	2017-09-23 19:17:00
0798,	132,	2017-09-23 19:18:00
0799,	048,	2017-09-23 19:19:00
0800,	058,	2017-09-23 19:20:00
0801,	043,	2017-09-23 19:21:00
0802,	044,	2017-09-23 19:22:00
0803,	041,	2017-09-23 19:23:00
0804,	089,	2017-09-23 19:24:00
0805,	039,	2017-09-23 19:25:00
0806,	040,	2017-09-23 19:26:00
0807,	084,	2017-09-23 19:27:00
0808,	113,	2017-09-23 19:28:00
0809,	078,	2017-09-23 19:29:00
0810,	064,	2017-09-23 19:30:00
0811,	125,	2017-09-23 19:31:00
0812,	049,	2017-09-23 19:32:00
0813,	065,	2017-09-23 19:33:00
0814,	049,	2017-09-23 19:34:00
0815,	034,	2017-09-23 19:35:00
0816,	030,	2017-09-23 19:36:00
0817,	030,	2017-09-23 19:37:00
0818,	019,	2017-09-23 19:38:00
0819,	061,	2017-09-23 19:39:00
0820,	075,	2017-09-23 19:40:00
0821,	014,	2017-09-23 19:41:00
0822,	030,	2017-09-23 19:42:00
0823,	027,	2017-09-23 19:43:00
0824,	028,	2017-09-23 19:44:00
0825,	025,	2017-09-23 19:45:00
0826,	044,	2017-09-23 19:46:00
0827,	041,	2017-09-23 19:47:00
0828,	023,	2017-09-23 19:48:00
0829,	048,	2017-09-23 19:49:00
0830,	026,	2017-09-23 19:50:00
0831,	044,	2017-09-23 19:51:00
0832,	036,	2017-09-23 19:52:00
0833,	032,	2017-09-23 19:53:00
0834,	025,	2017-09-23 19:54:00
0835,	049,	2017-09-23 19:55:00
0836,	079,	2017-09-23 19:56:00
0837,	069,	2017-09-23 19:57:00
0838,	040,	2017-09-23 19:58:00
0839,	042,	2017-09-23 19:59:00
0840,	025,	2017-09-23 20:00:00
0841,	036,	2017-09-23 20:01:00
0842,	061,	2017-09-23 20:02:00
0843,	022,	2017-09-23 20:03:00
0844,	033,	2017-09-23 20:04:00
0845,	043,	2017-09-23 20:05:00
0846,	025,	2017-09-23 20:06:00
0847,	038,	2017-09-23 20:07:00
0848,	049,	2017-09-23 20:08:00
0849,	032,	2017-09-23 20:09:00
0850,	050,	2017-09-23 20:10:00
0851,	042,	2017-09-23 20:11:00
0852,	105,	2017-09-23 20:12:00
0853,	125,	2017-09-23 20:13:00
0854,	063,	2017-09-23 20:14:00
0855,	042,	2017-09-23 20:15:00
0856,	055,	2017-09-23 20:16:00
0857,	019,	2017-09-23 20:17:00
0858,	051,	2017-09-23 20:18:00
0859,	020,	2017-09-23 20:19:00
0860,	028,	2017-09-23 20:20:00
0861,	030,	2017-09-23 20:21:00
0862,	019,	2017-09-23 20:22:00
0863,	025,	2017-09-23 20:23:00
0864,	029,	2017-09-23 20:24:00
0865,	046,	2017-09-23 20:25:00
0866,	029,	2017-09-23 20:26:00
0867,	025,	2017-09-23 20:27:00
0868,	026,	2017-09-23 20:28:00
0869,	118,	2017-09-23 20:29:00
0870,	041,	2017-09-23 20:30:00
0871,	030,	2017-09-23 20:31:00
0872,	032,	2017-09-23 20:32:00
0873,	031,	2017-09-23 20:33:00
0874,	161,	2017-09-23 20:34:00
0875,	074,	2017-09-23 20:35:00
0876,	042,	2017-09-23 20:36:00
0877,	032,	2017-09-23 20:37:00
0878,	026,	2017-09-23 20:38:00
0879,	022,	2017-09-23 20:39:00
0880,	012,	2017-09-23 20:40:00
0881,	015,	2017-09-23 20:41:00
0882,	016,	2017-09-23 20:42:00
0883,	018,	2017-09-23 20:43:00
0884,	018,	2017-09-23 20:44:00
0885,	026,	2017-09-23 20:45:00
0886,	020,	2017-09-23 20:46:00
0887,	031,	2017-09-23 20:47:00
0888,	032,	2017-09-23 20:48:00
0889,	019,	2017-09-23 20:49:00
0890,	017,	2017-09-23 20:50:00
0891,	023,	2017-09-23 20:51:00
0892,	017,	2017-09-23 20:52:00
0893,	019,	2017-09-23 20:53:00
0894,	023,	2017-09-23 20:54:00
0895,	028,	2017-09-23 20:55:00
0896,	024,	2017-09-23 20:56:00
0897,	015,	2017-09-23 20:57:00
0898,	041,	2017-09-23 20:58:00
0899,	036,	2017-09-23 20:59:00
0900,	034,	2017-09-23 21:00:00
0901,	019,	2017-09-23 21:01:00
0902,	025,	2017-09-23 21:02:00
0903,	016,	2017-09-23 21:03:00
0904,	010,	2017-09-23 21:04:00
0905,	014,	2017-09-23 21:05:00
0906,	053,	2017-09-23 21:06:00
0907,	018,	2017-09-23 21:07:00
0908,	011,	2017-09-23 21:08:00
0909,	017,	2017-09-23 21:09:00
0910,	013,	2017-09-23 21:10:00
0911,	015,	2017-09-23 21:11:00
0912,	015,	2017-09-23 21:12:00
0913,	037,	2017-09-23 21:13:00
0914,	016,	2017-09-23 21:14:00
0915,	023,	2017-09-23 21:15:00
0916,	013,	2017-09-23 21:16:00
0917,	016,	2017-09-23 21:17:00
0918,	021,	2017-09-23 21:18:00
0919,	019,	2017-09-23 21:19:00
0920,	019,	2017-09-23 21:20:00
0921,	029,	2017-09-23 21:21:00
0922,	025,	2017-09-23 21:22:00
0923,	031,	2017-09-23 21:23:00
0924,	025,	2017-09-23 21:24:00
0925,	083,	2017-09-23 21:25:00
0926,	030,	2017-09-23 21:26:00
0927,	026,	2017-09-23 21:27:00
0928,	014,	2017-09-23 21:28:00
0929,	023,	2017-09-23 21:29:00
0930,	021,	2017-09-23 21:30:00
0931,	122,	2017-09-23 21:31:00
0932,	045,	2017-09-23 21:32:00
0933,	123,	2017-09-23 21:33:00
0934,	060,	2017-09-23 21:34:00
0935,	024,	2017-09-23 21:35:00
0936,	029,	2017-09-23 21:36:00
0937,	081,	2017-09-23 21:37:00
0938,	067,	2017-09-23 21:38:00
0939,	036,	2017-09-23 21:39:00
0940,	024,	2017-09-23 21:40:00
0941,	026,	2017-09-23 21:41:00
0942,	036,	2017-09-23 21:42:00
0943,	032,	2017-09-23 21:43:00
0944,	061,	2017-09-23 21:44:00
0945,	064,	2017-09-23 21:45:00
0946,	032,	2017-09-23 21:46:00
0947,	047,	2017-09-23 21:47:00
0948,	155,	2017-09-23 21:48:00
0949,	054,	2017-09-23 21:49:00
0950,	054,	2017-09-23 21:50:00
0951,	111,	2017-09-23 21:51:00
0952,	058,	2017-09-23 21:52:00
0953,	038,	2017-09-23 21:53:00
0954,	036,	2017-09-23 21:54:00
0955,	031,	2017-09-23 21:55:00
0956,	044,	2017-09-23 21:56:00
0957,	016,	2017-09-23 21:57:00
0958,	017,	2017-09-23 21:58:00
0959,	027,	2017-09-23 21:59:00
0960,	028,	2017-09-23 22:00:00
0961,	036,	2017-09-23 22:01:00
0962,	027,	2017-09-23 22:02:00
0963,	051,	2017-09-23 22:03:00
0964,	017,	2017-09-23 22:04:00
0965,	020,	2017-09-23 22:05:00
0966,	016,	2017-09-23 22:06:00
0967,	011,	2017-09-23 22:07:00
0968,	012,	2017-09-23 22:08:00
0969,	019,	2017-09-23 22:09:00
0970,	023,	2017-09-23 22:10:00
0971,	007,	2017-09-23 22:11:00
0972,	021,	2017-09-23 22:12:00
0973,	056,	2017-09-23 22:13:00
0974,	048,	2017-09-23 22:14:00
0975,	021,	2017-09-23 22:15:00
0976,	037,	2017-09-23 22:16:00
0977,	029,	2017-09-23 22:17:00
0978,	027,	2017-09-23 22:18:00
0979,	036,	2017-09-23 22:19:00
0980,	035,	2017-09-23 22:20:00
0981,	020,	2017-09-23 22:21:00
0982,	015,	2017-09-23 22:22:00
0983,	024,	2017-09-23 22:23:00
0984,	044,	2017-09-23 22:24:00
0985,	049,	2017-09-23 22:25:00
0986,	018,	2017-09-23 22:26:00
0987,	010,	2017-09-23 22:27:00
0988,	064,	2017-09-23 22:28:00
0989,	036,	2017-09-23 22:29:00
0990,	039,	2017-09-23 22:30:00
0991,	046,	2017-09-23 22:31:00
0992,	030,	2017-09-23 22:32:00
0993,	048,	2017-09-23 22:33:00
0994,	061,	2017-09-23 22:34:00
0995,	032,	2017-09-23 22:35:00
0996,	035,	2017-09-23 22:36:00
0997,	104,	2017-09-23 22:37:00
0998,	016,	2017-09-23 22:38:00
0999,	019,	2017-09-23 22:39:00
1000,	015,	2017-09-23 22:40:00
1001,	022,	2017-09-23 22:41:00
1002,	011,	2017-09-23 22:42:00
1003,	028,	2017-09-23 22:43:00
1004,	027,	2017-09-23 22:44:00
1005,	028,	2017-09-23 22:45:00
1006,	023,	2017-09-23 22:46:00
1007,	070,	2017-09-23 22:47:00
1008,	089,	2017-09-23 22:48:00
1009,	034,	2017-09-23 22:49:00
1010,	095,	2017-09-23 22:50:00
1011,	055,	2017-09-23 22:51:00
1012,	016,	2017-09-23 22:52:00
1013,	021,	2017-09-23 22:53:00
1014,	014,	2017-09-23 22:54:00
1015,	094,	2017-09-23 22:55:00
1016,	048,	2017-09-23 22:56:00
1017,	017,	2017-09-23 22:57:00
1018,	127,	2017-09-23 22:58:00
1019,	073,	2017-09-23 22:59:00
1020,	038,	2017-09-23 23:00:00
1021,	036,	2017-09-23 23:01:00
1022,	046,	2017-09-23 23:02:00
1023,	062,	2017-09-23 23:03:00
1024,	058,	2017-09-23 23:04:00
1025,	040,	2017-09-23 23:05:00
1026,	042,	2017-09-23 23:06:00
1027,	059,	2017-09-23 23:07:00
1028,	066,	2017-09-23 23:08:00
1029,	082,	2017-09-23 23:09:00
1030,	094,	2017-09-23 23:10:00
1031,	060,	2017-09-23 23:11:00
1032,	062,	2017-09-23 23:12:00
1033,	058,	2017-09-23 23:13:00
1034,	045,	2017-09-23 23:14:00
1035,	037,	2017-09-23 23:15:00
1036,	046,	2017-09-23 23:16:00
1037,	033,	2017-09-23 23:17:00
1038,	043,	2017-09-23 23:18:00
1039,	042,	2017-09-23 23:19:00
1040,	044,	2017-09-23 23:20:00
1041,	075,	2017-09-23 23:21:00
1042,	054,	2017-09-23 23:22:00
1043,	039,	2017-09-23 23:23:00
1044,	047,	2017-09-23 23:24:00
1045,	034,	2017-09-23 23:25:00
1046,	041,	2017-09-23 23:26:00
1047,	057,	2017-09-23 23:27:00
1048,	028,	2017-09-23 23:28:00
1049,	029,	2017-09-23 23:29:00
1050,	029,	2017-09-23 23:30:00
1051,	023,	2017-09-23 23:31:00
1052,	053,	2017-09-23 23:32:00
1053,	043,	2017-09-23 23:33:00
1054,	027,	2017-09-23 23:34:00
1055,	035,	2017-09-23 23:35:00
1056,	029,	2017-09-23 23:36:00
1057,	033,	2017-09-23 23:37:00
1058,	035,	2017-09-23 23:38:00
1059,	021,	2017-09-23 23:39:00
1060,	058,	2017-09-23 23:40:00
1061,	024,	2017-09-23 23:41:00
1062,	034,	2017-09-23 23:42:00
1063,	035,	2017-09-23 23:43:00
1064,	031,	2017-09-23 23:44:00
1065,	025,	2017-09-23 23:45:00
1066,	185,	2017-09-23 23:46:00
1067,	132,	2017-09-23 23:47:00
1068,	029,	2017-09-23 23:48:00
1069,	035,	2017-09-23 23:49:00
1070,	129,	2017-09-23 23:50:00
1071,	067,	2017-09-23 23:51:00
1072,	073,	2017-09-23 23:52:00
1073,	024,	2017-09-23 23:53:00
1074,	142,	2017-09-23 23:54:00
1075,	075,	2017-09-23 23:55:00
1076,	106,	2017-09-23 23:56:00
1077,	055,	2017-09-23 23:57:00
1078,	073,	2017-09-23 23:58:00
1080,	041,	2017-09-24 00:00:00
1081,	032,	2017-09-24 00:01:00
1082,	024,	2017-09-24 00:02:00
1083,	072,	2017-09-24 00:03:00
1084,	052,	2017-09-24 00:04:00
1085,	016,	2017-09-24 00:05:00
1086,	039,	2017-09-24 00:06:00
1087,	036,	2017-09-24 00:07:00
1088,	025,	2017-09-24 00:08:00
1089,	020,	2017-09-24 00:09:00
1090,	036,	2017-09-24 00:10:00
1091,	072,	2017-09-24 00:11:00
1092,	029,	2017-09-24 00:12:00
1093,	030,	2017-09-24 00:13:00
1094,	048,	2017-09-24 00:14:00
1095,	065,	2017-09-24 00:15:00
1096,	078,	2017-09-24 00:16:00
1097,	035,	2017-09-24 00:17:00
1098,	019,	2017-09-24 00:18:00
1099,	079,	2017-09-24 00:19:00
1100,	177,	2017-09-24 00:20:00
1101,	088,	2017-09-24 00:21:00
1102,	029,	2017-09-24 00:22:00
1103,	052,	2017-09-24 00:23:00
1104,	058,	2017-09-24 00:24:00
1105,	033,	2017-09-24 00:25:00
1106,	037,	2017-09-24 00:26:00
1107,	041,	2017-09-24 00:27:00
1108,	021,	2017-09-24 00:28:00
1109,	019,	2017-09-24 00:29:00
1110,	038,	2017-09-24 00:30:00
1111,	038,	2017-09-24 00:31:00
1112,	038,	2017-09-24 00:32:00
1113,	032,	2017-09-24 00:33:00
1114,	058,	2017-09-24 00:34:00
1115,	093,	2017-09-24 00:35:00
1116,	045,	2017-09-24 00:36:00
1117,	040,	2017-09-24 00:37:00
1118,	136,	2017-09-24 00:38:00
1119,	042,	2017-09-24 00:39:00
1120,	022,	2017-09-24 00:40:00
1121,	061,	2017-09-24 00:41:00
1122,	097,	2017-09-24 00:42:00
1123,	113,	2017-09-24 00:43:00
1124,	042,	2017-09-24 00:44:00
1125,	026,	2017-09-24 00:45:00
1126,	025,	2017-09-24 00:46:00
1127,	019,	2017-09-24 00:47:00
1128,	009,	2017-09-24 00:48:00
1129,	039,	2017-09-24 00:49:00
1130,	115,	2017-09-24 00:50:00
1131,	113,	2017-09-24 00:51:00
1132,	038,	2017-09-24 00:52:00
1133,	024,	2017-09-24 00:53:00
1134,	070,	2017-09-24 00:54:00
1135,	008,	2017-09-24 00:55:00
1136,	023,	2017-09-24 00:56:00
1137,	018,	2017-09-24 00:57:00
1138,	018,	2017-09-24 00:58:00
1139,	016,	2017-09-24 00:59:00
1140,	031,	2017-09-24 01:00:00
1141,	045,	2017-09-24 01:01:00
1142,	058,	2017-09-24 01:02:00
1143,	073,	2017-09-24 01:03:00
1144,	014,	2017-09-24 01:04:00
1145,	011,	2017-09-24 01:05:00
1146,	022,	2017-09-24 01:06:00
1147,	011,	2017-09-24 01:07:00
1148,	015,	2017-09-24 01:08:00
1149,	018,	2017-09-24 01:09:00
1150,	008,	2017-09-24 01:10:00
1151,	027,	2017-09-24 01:11:00
1152,	013,	2017-09-24 01:12:00
1153,	018,	2017-09-24 01:13:00
1154,	016,	2017-09-24 01:14:00
1155,	030,	2017-09-24 01:15:00
1156,	079,	2017-09-24 01:16:00
1157,	041,	2017-09-24 01:17:00
1158,	038,	2017-09-24 01:18:00
1159,	025,	2017-09-24 01:19:00
1160,	050,	2017-09-24 01:20:00
1161,	015,	2017-09-24 01:21:00
1162,	013,	2017-09-24 01:22:00
1163,	021,	2017-09-24 01:23:00
1164,	023,	2017-09-24 01:24:00
1165,	019,	2017-09-24 01:25:00
1166,	032,	2017-09-24 01:26:00
1167,	027,	2017-09-24 01:27:00
1168,	024,	2017-09-24 01:28:00
1169,	029,	2017-09-24 01:29:00
1170,	054,	2017-09-24 01:30:00
1171,	085,	2017-09-24 01:31:00
1172,	021,	2017-09-24 01:32:00
1173,	019,	2017-09-24 01:33:00
1174,	028,	2017-09-24 01:34:00
1175,	051,	2017-09-24 01:35:00
1176,	008,	2017-09-24 01:36:00
1177,	040,	2017-09-24 01:37:00
1178,	004,	2017-09-24 01:38:00
1179,	010,	2017-09-24 01:39:00
1180,	020,	2017-09-24 01:40:00
1181,	027,	2017-09-24 01:41:00
1182,	024,	2017-09-24 01:42:00
1183,	011,	2017-09-24 01:43:00
1184,	034,	2017-09-24 01:44:00
1185,	048,	2017-09-24 01:45:00
1186,	015,	2017-09-24 01:46:00
1187,	034,	2017-09-24 01:47:00
1188,	033,	2017-09-24 01:48:00
1189,	034,	2017-09-24 01:49:00
1190,	024,	2017-09-24 01:50:00
1191,	027,	2017-09-24 01:51:00
1192,	046,	2017-09-24 01:52:00
1193,	035,	2017-09-24 01:53:00
1194,	031,	2017-09-24 01:54:00
1195,	029,	2017-09-24 01:55:00
1196,	069,	2017-09-24 01:56:00
1197,	041,	2017-09-24 01:57:00
1198,	043,	2017-09-24 01:58:00
1199,	025,	2017-09-24 01:59:00
1200,	096,	2017-09-24 02:00:00
1201,	052,	2017-09-24 02:01:00
1202,	233,	2017-09-24 02:02:00
1203,	105,	2017-09-24 02:03:00
1204,	068,	2017-09-24 02:04:00
1205,	047,	2017-09-24 02:05:00
1206,	080,	2017-09-24 02:06:00
1207,	057,	2017-09-24 02:07:00
1208,	028,	2017-09-24 02:08:00
1209,	056,	2017-09-24 02:09:00
1210,	061,	2017-09-24 02:10:00
1211,	028,	2017-09-24 02:11:00
1212,	019,	2017-09-24 02:12:00
1213,	028,	2017-09-24 02:13:00
1214,	018,	2017-09-24 02:14:00
1215,	028,	2017-09-24 02:15:00
1216,	029,	2017-09-24 02:16:00
1217,	035,	2017-09-24 02:17:00
1218,	024,	2017-09-24 02:18:00
1219,	023,	2017-09-24 02:19:00
1220,	035,	2017-09-24 02:20:00
1221,	176,	2017-09-24 02:21:00
1222,	135,	2017-09-24 02:22:00
1223,	038,	2017-09-24 02:23:00
1224,	039,	2017-09-24 02:24:00
1225,	025,	2017-09-24 02:25:00
1226,	011,	2017-09-24 02:26:00
1227,	044,	2017-09-24 02:27:00
1228,	030,	2017-09-24 02:28:00
1229,	047,	2017-09-24 02:29:00
1230,	031,	2017-09-24 02:30:00
1231,	045,	2017-09-24 02:31:00
1232,	028,	2017-09-24 02:32:00
1233,	068,	2017-09-24 02:33:00
1234,	039,	2017-09-24 02:34:00
1235,	021,	2017-09-24 02:35:00
1236,	044,	2017-09-24 02:36:00
1237,	086,	2017-09-24 02:37:00
1238,	014,	2017-09-24 02:38:00
1239,	012,	2017-09-24 02:39:00
1240,	015,	2017-09-24 02:40:00
1241,	018,	2017-09-24 02:41:00
1242,	025,	2017-09-24 02:42:00
1243,	032,	2017-09-24 02:43:00
1244,	045,	2017-09-24 02:44:00
1245,	060,	2017-09-24 02:45:00
1246,	028,	2017-09-24 02:46:00
1247,	024,	2017-09-24 02:47:00
1248,	048,	2017-09-24 02:48:00
1249,	048,	2017-09-24 02:49:00
1250,	108,	2017-09-24 02:50:00
1251,	060,	2017-09-24 02:51:00
1252,	100,	2017-09-24 02:52:00
1253,	060,	2017-09-24 02:53:00
1254,	028,	2017-09-24 02:54:00
1255,	061,	2017-09-24 02:55:00
1256,	021,	2017-09-24 02:56:00
1257,	083,	2017-09-24 02:57:00
1258,	062,	2017-09-24 02:58:00
1259,	042,	2017-09-24 02:59:00
1260,	033,	2017-09-24 03:00:00
1261,	075,	2017-09-24 03:01:00
1262,	028,	2017-09-24 03:02:00
1263,	064,	2017-09-24 03:03:00
1264,	020,	2017-09-24 03:04:00
1265,	048,	2017-09-24 03:05:00
1266,	033,	2017-09-24 03:06:00
1267,	041,	2017-09-24 03:07:00
1268,	051,	2017-09-24 03:08:00
1269,	036,	2017-09-24 03:09:00
1270,	086,	2017-09-24 03:10:00
1271,	082,	2017-09-24 03:11:00
1272,	078,	2017-09-24 03:12:00
1273,	116,	2017-09-24 03:13:00
1274,	036,	2017-09-24 03:14:00
1275,	065,	2017-09-24 03:15:00
1276,	096,	2017-09-24 03:16:00
1277,	082,	2017-09-24 03:17:00
1278,	047,	2017-09-24 03:18:00
1279,	053,	2017-09-24 03:19:00
1280,	032,	2017-09-24 03:20:00
1281,	029,	2017-09-24 03:21:00
1282,	015,	2017-09-24 03:22:00
1283,	026,	2017-09-24 03:23:00
1284,	033,	2017-09-24 03:24:00
1285,	019,	2017-09-24 03:25:00
1286,	033,	2017-09-24 03:26:00
1287,	019,	2017-09-24 03:27:00
1288,	020,	2017-09-24 03:28:00
1289,	051,	2017-09-24 03:29:00
1290,	033,	2017-09-24 03:30:00
1291,	023,	2017-09-24 03:31:00
1292,	010,	2017-09-24 03:32:00
1293,	018,	2017-09-24 03:33:00
1294,	026,	2017-09-24 03:34:00
1295,	017,	2017-09-24 03:35:00
1296,	151,	2017-09-24 03:36:00
1297,	043,	2017-09-24 03:37:00
1298,	017,	2017-09-24 03:38:00
1299,	034,	2017-09-24 03:39:00
1300,	098,	2017-09-24 03:40:00
1301,	069,	2017-09-24 03:41:00
1302,	058,	2017-09-24 03:42:00
1303,	019,	2017-09-24 03:43:00
1304,	140,	2017-09-24 03:44:00
1305,	048,	2017-09-24 03:45:00
1306,	039,	2017-09-24 03:46:00
1307,	027,	2017-09-24 03:47:00
1308,	028,	2017-09-24 03:48:00
1309,	019,	2017-09-24 03:49:00
1310,	023,	2017-09-24 03:50:00
1311,	033,	2017-09-24 03:51:00
1312,	035,	2017-09-24 03:52:00
1313,	031,	2017-09-24 03:53:00
1314,	027,	2017-09-24 03:54:00
1315,	034,	2017-09-24 03:55:00
1316,	025,	2017-09-24 03:56:00
1317,	109,	2017-09-24 03:57:00
1318,	025,	2017-09-24 03:58:00
1319,	024,	2017-09-24 03:59:00
1320,	045,	2017-09-24 04:00:00
1321,	059,	2017-09-24 04:01:00
1322,	102,	2017-09-24 04:02:00
1323,	062,	2017-09-24 04:03:00
1324,	054,	2017-09-24 04:04:00
1325,	051,	2017-09-24 04:05:00
1326,	078,	2017-09-24 04:06:00
1327,	080,	2017-09-24 04:07:00
1328,	064,	2017-09-24 04:08:00
1329,	102,	2017-09-24 04:09:00
1330,	114,	2017-09-24 04:10:00
1331,	033,	2017-09-24 04:11:00
1332,	052,	2017-09-24 04:12:00
1333,	023,	2017-09-24 04:13:00
1334,	026,	2017-09-24 04:14:00
1335,	030,	2017-09-24 04:15:00
1336,	023,	2017-09-24 04:16:00
1337,	030,	2017-09-24 04:17:00
1338,	064,	2017-09-24 04:18:00
1339,	060,	2017-09-24 04:19:00
1340,	036,	2017-09-24 04:20:00
1341,	045,	2017-09-24 04:21:00
1342,	036,	2017-09-24 04:22:00
1343,	018,	2017-09-24 04:23:00
1344,	047,	2017-09-24 04:24:00
1345,	108,	2017-09-24 04:25:00
1346,	027,	2017-09-24 04:26:00
1347,	023,	2017-09-24 04:27:00
1348,	064,	2017-09-24 04:28:00
1349,	030,	2017-09-24 04:29:00
1350,	014,	2017-09-24 04:30:00
1351,	077,	2017-09-24 04:31:00
1352,	009,	2017-09-24 04:32:00
1353,	015,	2017-09-24 04:33:00
1354,	023,	2017-09-24 04:34:00
1355,	007,	2017-09-24 04:35:00
1356,	042,	2017-09-24 04:36:00
1357,	030,	2017-09-24 04:37:00
1358,	015,	2017-09-24 04:38:00
1359,	018,	2017-09-24 04:39:00
1360,	017,	2017-09-24 04:40:00
1361,	014,	2017-09-24 04:41:00
1362,	016,	2017-09-24 04:42:00
1363,	024,	2017-09-24 04:43:00
1364,	011,	2017-09-24 04:44:00
1365,	007,	2017-09-24 04:45:00
1366,	018,	2017-09-24 04:46:00
1367,	039,	2017-09-24 04:47:00
1368,	021,	2017-09-24 04:48:00
1369,	051,	2017-09-24 04:49:00
1370,	017,	2017-09-24 04:50:00
1371,	027,	2017-09-24 04:51:00
1372,	022,	2017-09-24 04:52:00
1373,	079,	2017-09-24 04:53:00
1374,	033,	2017-09-24 04:54:00
1375,	026,	2017-09-24 04:55:00
1376,	030,	2017-09-24 04:56:00
1377,	029,	2017-09-24 04:57:00
1378,	025,	2017-09-24 04:58:00
1379,	021,	2017-09-24 04:59:00
1380,	018,	2017-09-24 05:00:00
1381,	017,	2017-09-24 05:01:00
1382,	096,	2017-09-24 05:02:00
1383,	040,	2017-09-24 05:03:00
1384,	022,	2017-09-24 05:04:00
1385,	018,	2017-09-24 05:05:00
1386,	016,	2017-09-24 05:06:00
1387,	009,	2017-09-24 05:07:00
1388,	090,	2017-09-24 05:08:00
1389,	062,	2017-09-24 05:09:00
1390,	112,	2017-09-24 05:10:00
1391,	087,	2017-09-24 05:11:00
1392,	065,	2017-09-24 05:12:00
1393,	031,	2017-09-24 05:13:00
